preceptorID,specialty,name,addressSubpremise,addressStreetNumber,addressStreetRoute,addressNeighborhood,addressLocality,addressDistrict,addressCounty,addressState,addressCountry,addressPostalCode,addressPostalCodeSuffix,addressFormatted,geoLatitude,geoLongitude
12995,OB/GYN,"North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
12996,"Internal Medicine","LewisGale Medical Center",NULL,1900,"Electric Road",NULL,Salem,NULL,NULL,VA,US,24153,NULL,"1900 Electric Rd, Salem, VA 24153, USA",37.2634735,-80.0317154
12997,"hospice and palliative medicine","Opelousas General Hospital",NULL,NULL,NULL,NULL,Opelousas,NULL,NULL,LA,NULL,70570,NULL,"539 E Prudhomme Street, Opelousas LA 70570",NULL,NULL
12998,"Family Medicine","Crestwood Medical Center",NULL,1,"Hospital Drive Southwest",NULL,Huntsville,NULL,"Madison County",AL,US,35801,NULL,"1 Hospital Drive Southwest, Huntsville, AL 35801, USA",34.6933823,-86.5725174
12999,"Internal Medicine","Alteon Health Alabama LLC",NULL,NULL,NULL,NULL,Belfast,NULL,NULL,ME,NULL,04915,NULL,"PO Box 24643, Belfast ME 04915-4497",NULL,NULL
13000,OB/GYN,"North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13001,"Orthopedic Surgery","Orthopaedic and Spine Center",NULL,250,"Nat Turner Blvd","Deer Park","Newport News",NULL,NULL,VA,US,23606,2899,"250 Nat Turner Blvd, Newport News, VA 23606, USA",37.0860176,-76.4875946
13002,anesthesiology,"CHRISTUS St. Francis Cabrini",NULL,NULL,NULL,NULL,Alexandria,NULL,NULL,NULL,NULL,71301,NULL,"3330 Masonic Drive, Alexandria 71301",NULL,NULL
13003,Pediatrics,"HCA Florida Fort Walton-Destin Hospital",NULL,1000,"Marwalt Drive",NULL,"Fort Walton Beach",NULL,"Okaloosa County",FL,US,32547,NULL,"1000 Marwalt Dr, Fort Walton Beach, FL 32547, USA",30.4545841,-86.6336060
13004,Gastroenterology,"Bon Secours St. Francis Gastorenterologist",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,NULL,NULL,29601,NULL,"317 St. Francis Dr., Ste 330, Greenville 29601",NULL,NULL
13005,"Plastic Surgery","Piedmont Plastic Surgery & Dermatology",NULL,959,"Cox Road",NULL,Gastonia,NULL,"Gaston County",NC,US,28054,3421,"959 Cox Rd, Gastonia, NC 28054, USA",35.2758026,-81.1359024
13006,"Family Medicine","Butler-Abshire Medical Clinic",NULL,926,"Frances Drive",NULL,Haynesville,NULL,"Claiborne Parish",LA,US,71038,6100,"926 Frances Dr, Haynesville, LA 71038, USA",32.9514427,-93.1232452
13007,Psychiatry,"East Alabama Mental Health Center",NULL,NULL,NULL,NULL,Opelika,NULL,NULL,AL,NULL,36801,NULL,"2506 Lambert Drive, Opelika AL 36801",NULL,NULL
13008,"Physical Medicine/Rehabilitation","River City Rehabilitation & Spine Specialists",NULL,NULL,NULL,NULL,Columbus,NULL,NULL,GA,NULL,31906,NULL,"2300 13th Street, Suite A, Columbus GA 31906",NULL,NULL
13009,"Internal Medicine","Grandview Medical Center-Internal Medicine",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"3686 Grandview Pkwy, #510, Birmingham AL 35243",NULL,NULL
13010,Pediatrics,"Sunshine Pediatrics","# 100",724,"Arden Lane",NULL,"Rock Hill",NULL,"York County",SC,US,29732,NULL,"724 Arden Ln # 100, Rock Hill, SC 29732, USA",34.9598846,-81.0427933
13011,Pediatrics,"Byrd Medical Associates",NULL,7280,"Reidville Rd",NULL,Woodruff,NULL,"Spartanburg County",SC,US,29388,9792,"7280 Reidville Rd, Woodruff, SC 29388, USA",34.8639832,-82.1107178
13012,"General Surgery","Green Clinic",NULL,604,"Bonnie Blue Lane",NULL,Ruston,NULL,"Jackson Parish",LA,US,71270,3870,"604 Bonnie Blue Ln, Ruston, LA 71270, USA",32.4475822,-92.6671524
13013,Podiatry,"James B. Cahill, DPM",NULL,NULL,NULL,NULL,Sumter,NULL,NULL,SC,NULL,29150,NULL,"689 N. Guignard Dr, Sumter SC 29150",NULL,NULL
13014,Neurosurgery,"Cain Neurosurgery Clinic",NULL,NULL,NULL,NULL,Monroe,NULL,NULL,LA,NULL,71201,NULL,"2807 Mark Drive, Monroe LA 71201",NULL,NULL
13015,anesthesiology,"Riverside Regional Medical Center",NULL,500,"J Clyde Morris Boulevard",Warwick,"Newport News",NULL,NULL,VA,US,23601,1929,"500 J Clyde Morris Blvd, Newport News, VA 23601, USA",37.0638924,-76.4831161
13016,Otolaryngology,"Dowling & Caldwell, MD, PC",NULL,417,"S 4th St",NULL,Gadsden,NULL,"Etowah County",AL,US,35901,5296,"417 S 4th St, Gadsden, AL 35901, USA",34.0075150,-86.0060425
13018,"Family Medicine","Carilion Clinic Family Medicine",NULL,901,"Plantation Rd","Hethwood - Prices Fork",Blacksburg,F-01,"Montgomery County",VA,US,24060,NULL,"901 Plantation Rd, Blacksburg, VA 24060, USA",37.2248573,-80.4443741
13019,OB/GYN,"Tennessee Valley OBGYN Clinic, PC",NULL,NULL,NULL,NULL,Huntsville,NULL,NULL,AL,NULL,35801,NULL,"910 Adams Street, SE, Suite 200, Huntsville AL 35801",NULL,NULL
13020,"Emergency Medicine","Northern Louisiana Medical Center",NULL,401,"East Vaughn Avenue",NULL,Ruston,NULL,"Lincoln Parish",LA,US,71270,NULL,"401 E Vaughn Ave, Ruston, LA 71270, USA",32.5170860,-92.6336060
13022,"infectious diseases","Baton Rouge General",NULL,NULL,NULL,NULL,"Baton Rouge",NULL,NULL,LA,NULL,70809,NULL,"8585 Picardy Avenue, Baton Rouge LA 70809",NULL,NULL
13023,OB/GYN,"New River Women's Health",9,210,"Professional Park Dr","Ellett - Jennelle",Blacksburg,B-01,"Montgomery County",VA,US,24060,6649,"210 Professional Park Dr #9, Blacksburg, VA 24060, USA",37.1962433,-80.4012909
13024,Podiatry,"Christ Health Center-Woodlawn",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35212,NULL,"5720 1st Ave South, Birmingham AL 35212",NULL,NULL
13025,"Internal Medicine","Grand Strand Medical Center",NULL,809,"82nd Parkway",NULL,"Myrtle Beach",NULL,"Horry County",SC,US,29572,NULL,"809 82nd Pkwy, Myrtle Beach, SC 29572, USA",33.7583427,-78.8200989
13027,Gastroenterology,"Rosner Family Health & Wellness Center",NULL,NULL,NULL,NULL,"Vero Beach",NULL,NULL,FL,NULL,32960,NULL,"3450 11th Court, Suite 206, Vero Beach FL 32960",NULL,NULL
13028,Allergy/Immunology,"Allergy, Asthma, and Immunology Center",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71118,NULL,"2530 Bert Kouns Industrial Loop, Suite 112, Shreveport LA 71118",NULL,NULL
13029,"Internal Medicine","Sovah Health - Danville",NULL,142,"South Main Street",NULL,Danville,NULL,NULL,VA,US,24541,NULL,"142 S Main St, Danville, VA 24541, USA",36.5776749,-79.4055023
13030,OB/GYN,"HCA Florida Fort Walton Beach Women's Health",NULL,NULL,NULL,NULL,"Fort Walton Beach",NULL,NULL,FL,NULL,32547,NULL,"320 Racetrack Road, NW, Suite 100-A, Fort Walton Beach FL 32547",NULL,NULL
13031,"Urology/Urological Surgery","Southside Urology and Nephrology (Danville Urology Clinic)",NULL,1040,"Main St",NULL,Danville,NULL,NULL,VA,US,24541,NULL,"1040 Main St, Danville, VA 24541, USA",36.5805550,-79.4025345
13033,"Internal Medicine","Verona Family Practice",NULL,NULL,NULL,NULL,Verona,NULL,NULL,VA,NULL,24482,NULL,"1 Green Hills Drive, Verona VA 24482",NULL,NULL
13034,"Addiction Medicine","Birmingham Recovery Center Inc.",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"2501 International Park Dr., Birmingham AL 35243",NULL,NULL
13035,Pediatrics,"WK Tots to Teens Pediatric Center","suite a",845,"Olive Street","Highland, Stoner Hill",Shreveport,NULL,"Caddo Parish",LA,US,71104,NULL,"845 Olive St suite a, Shreveport, LA 71104, USA",32.4924774,-93.7470398
13036,"Family Medicine","Carilion Clinic North Roanoke Family Medicine",NULL,6415,"Peters Creek Rd",NULL,Hollins,Hollins,"Roanoke County",VA,US,24019,4021,"6415 Peters Creek Rd, Hollins, VA 24019, USA",37.3439751,-79.9628372
13037,"Emergency Medicine","McLeod Seacoast - Little River",NULL,NULL,NULL,NULL,"Little River",NULL,NULL,SC,NULL,29566,NULL,"4000 Highway 9 East, Little River SC 29566",NULL,NULL
13039,"Plastic Surgery","Prisma Health Tuomey Hospital",NULL,129,"North Washington Street",NULL,Sumter,NULL,"Sumter County",SC,US,29150,NULL,"129 N Washington St, Sumter, SC 29150, USA",33.9237213,-80.3427887
13041,"Internal Medicine","Grand Strand Medical Center",NULL,809,"82nd Parkway",NULL,"Myrtle Beach",NULL,"Horry County",SC,US,29572,NULL,"809 82nd Pkwy, Myrtle Beach, SC 29572, USA",33.7583427,-78.8200989
13042,"Sports Medicine","Andrews Sports Medicine - Birmingham",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35205,NULL,"Ascension St. Vincent's Birmingham, 805 St. Vincents Drive, Suite 100, Birmingham AL 35205",NULL,NULL
13043,anesthesiology,"Valley Anesthesia, P.C.",NULL,1900,"Electric Rd",NULL,Salem,NULL,NULL,VA,US,24153,7474,"1900 Electric Rd, Salem, VA 24153, USA",37.2632027,-80.0314941
13044,Nephrology,"Hypertension Nephrology",3,2609,"Village Professional Dr",NULL,Opelika,NULL,"Lee County",AL,US,36801,NULL,"2609 Village Professional Dr #3, Opelika, AL 36801, USA",32.6478844,-85.4128189
13045,Pediatrics,"Pediatrics Clinic LLC",NULL,2401,"Village Professional Dr",NULL,Opelika,NULL,"Lee County",AL,US,36801,NULL,"2401 Village Professional Dr, Opelika, AL 36801, USA",32.6443062,-85.4120560
13047,OB/GYN,"MUSC Women's Health",NULL,NULL,NULL,NULL,"MUSC Lancaster",NULL,NULL,SC,NULL,29720,NULL,"834 West Meeting Street, Suite E, MUSC Lancaster SC 29720",NULL,NULL
13049,"Internal Medicine","Willis Knighton Health System",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71103,NULL,"2600 Greenwood Rd, Shreveport LA 71103",NULL,NULL
13050,"Sports Medicine","Andrews Sports Medicine - Birmingham",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35205,NULL,"Ascension St. Vincent's Birmingham, 805 St. Vincents Drive, Suite 100, Birmingham AL 35205",NULL,NULL
13051,Oncology,"Hematology & Oncology Associates of Alabama, LLC",NULL,NULL,NULL,NULL,Gadsden,NULL,NULL,AL,NULL,35903,NULL,"Gadsden Regional Cancer Center, 200 Medical Center Drive, Gadsden AL 35903",NULL,NULL
13052,hematology/oncology,"Rapides Regional Medical Center",NULL,211,"4th Street",NULL,Alexandria,NULL,"Rapides Parish",LA,US,71301,NULL,"211 4th St, Alexandria, LA 71301, USA",31.3148575,-92.4499512
13053,Pediatrics,"Pediatric Associates","Suite 250",2601,"Laurel Street",NULL,Columbia,NULL,"Richland County",SC,US,29204,NULL,"2601 Laurel St Suite 250, Columbia, SC 29204, USA",34.0162964,-81.0136337
13054,Pediatrics,"Pediatric Associates","Suite 250",2601,"Laurel Street",NULL,Columbia,NULL,"Richland County",SC,US,29204,NULL,"2601 Laurel St Suite 250, Columbia, SC 29204, USA",34.0162964,-81.0136337
13055,Psychiatry,"John Caston, MD",2800,1330,"Boiling Springs Rd",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"1330 Boiling Springs Rd #2800, Spartanburg, SC 29303, USA",34.9896507,-81.9445572
13056,Cardiology,"MUSC Orangeburg",NULL,NULL,NULL,NULL,"MUSC Orangeburg",NULL,NULL,SC,NULL,29118,NULL,"3000 St. Matthews Road, MUSC Orangeburg SC 29118",NULL,NULL
13058,"Family Medicine","Acadiana Family Physicians",NULL,NULL,NULL,NULL,Lafayette,NULL,NULL,LA,NULL,70508,NULL,"427 Heymann Blvd, Lafayette LA 70508",NULL,NULL
13059,Neurology,"WellSmart Health Neurology Clinic",NULL,NULL,NULL,NULL,Opelousas,NULL,NULL,LA,NULL,70570,NULL,"1270 Attakapas Drive, Suite 401, Opelousas LA 70570",NULL,NULL
13061,OB/GYN,"Tandem Health OBGYN",NULL,370,"South Pike West",NULL,Sumter,NULL,"Sumter County",SC,US,29150,NULL,"370 S Pike W, Sumter, SC 29150, USA",33.9475479,-80.3589783
13062,"Internal Medicine","Bon Secours Saint Francis Health System",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29601,NULL,"1 Saint Francis Drive, Greenville SC 29601",NULL,NULL
13063,anesthesiology,"Grandview Medical Center-Birmingham",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"3690 Grandview Pkwy, Birmingham AL 35243",NULL,NULL
13064,"Emergency Medicine","Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13065,Surgery,"Orange Park Medical Center",NULL,2001,"Kingsley Avenue",NULL,"Orange Park",NULL,"Clay County",FL,US,32073,5156,"2001 Kingsley Ave, Orange Park, FL 32073, USA",30.1663208,-81.7378540
13066,"Reproductive Endocrinology","Womans Hospital Baton Rouge",NULL,NULL,NULL,NULL,"Baton Rouge",NULL,NULL,LA,NULL,70817,NULL,"100 Womans Way, Baton Rouge LA 70817",NULL,NULL
13067,anesthesiology,"Amsol Anesthesia",NULL,NULL,NULL,NULL,Columbus,NULL,NULL,GA,NULL,31901,NULL,"710 Center Street, Columbus GA 31901",NULL,NULL
13068,Otolaryngology,"Dr. Scott Charlton",NULL,NULL,NULL,NULL,Enterprise,NULL,NULL,AL,NULL,36330,NULL,"101 E. Brunson St., Ste 102, Enterprise AL 36330",NULL,NULL
13069,"Orthopedic Surgery","Bossier Orthopedics",NULL,NULL,NULL,NULL,"Bossier City",NULL,NULL,LA,NULL,71111,NULL,"2449 Hospital Drive Suite 200, Bossier City LA 71111",NULL,NULL
13071,Gastroenterology,"Piedmont Physicians Gastroenterology",NULL,1117,"20th Street",NULL,Columbus,NULL,"Muscogee County",GA,US,31901,1848,"1117 20th St, Columbus, GA 31901, USA",32.4819145,-84.9767761
13072,Psychiatry,"Affinity Behanvioral Health",NULL,NULL,NULL,NULL,Monroe,NULL,NULL,LA,NULL,71201,NULL,"920 Oliver Road, Monroe LA 71201",NULL,NULL
13073,Nephrology,"Renal Associates, LLC",NULL,NULL,NULL,NULL,Columbus,NULL,NULL,GA,NULL,31904,NULL,"6228 Bradley Park Drive, Columbus GA 31904",NULL,NULL
13074,Pediatrics,"Children's of Alabama-Pediatrics West",NULL,NULL,NULL,NULL,Bessemer,NULL,NULL,AL,NULL,35022,NULL,"1090 9th avenue S.W., Suite 100, Bessemer AL 35022",NULL,NULL
13075,"General Surgery","Cleveland Clinic Indian River Hospital",NULL,1000,"36th Street",NULL,"Vero Beach",NULL,"Indian River County",FL,US,32960,4862,"1000 36th St, Vero Beach, FL 32960, USA",27.6590061,-80.3930283
13076,Radiology,"Halifax Radiology Associates",NULL,2204,"Wilborn Ave",NULL,"South Boston",8,"Halifax County",VA,US,24592,NULL,"2204 Wilborn Ave, South Boston, VA 24592, USA",36.7121124,-78.9127655
13077,OB/GYN,"Haywood Regional Medical Center",NULL,262,"Leroy George Drive",NULL,Clyde,NULL,"Haywood County",NC,US,28721,NULL,"262 Leroy George Dr, Clyde, NC 28721, USA",35.5253487,-82.9426651
13078,"Rural & Community Health","Huntsville Internal Medicine Associates",NULL,NULL,NULL,NULL,Huntsville,NULL,NULL,AL,NULL,35801,NULL,"250 Chateau Drive, Suite 220, Huntsville AL 35801",NULL,NULL
13079,"Family Medicine","Helen Keller Hospital",NULL,1300,"S Montgomery Ave",NULL,Sheffield,NULL,"Colbert County",AL,US,35660,6334,"1300 S Montgomery Ave, Sheffield, AL 35660, USA",34.7464828,-87.6989136
13081,Cardiology,"WK Pierremont Cardiology",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71105,NULL,"1811 E Bert Kouns Industrial Loop, Suite 210, Shreveport LA 71105",NULL,NULL
13082,"Internal Medicine","Grandview Medical Center-Birmingham",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"3690 Grandview Pkwy, Birmingham AL 35243",NULL,NULL
13083,"Emergency Medicine","Helen Keller Hospital",NULL,1300,"S Montgomery Ave",NULL,Sheffield,NULL,"Colbert County",AL,US,35660,6334,"1300 S Montgomery Ave, Sheffield, AL 35660, USA",34.7464828,-87.6989136
13084,Pediatrics,"Cenla Total Care",NULL,3807,"Prescott Road",NULL,Alexandria,NULL,"Rapides Parish",LA,US,71301,3732,"3807 Prescott Rd, Alexandria, LA 71301, USA",31.2774372,-92.4681778
13085,Pediatrics,"Primecare Pediatrics","Suite E",838,"West Meeting Street",NULL,Lancaster,NULL,"Lancaster County",SC,US,29720,NULL,"Medical Arts Building 5, 838 W Meeting St Suite E, Lancaster, SC 29720, USA",34.7183838,-80.7890854
13086,OB/GYN,"Women's Care North Florida OB/Gyn",NULL,NULL,NULL,NULL,Jacksonville,NULL,NULL,FL,NULL,32258,NULL,"13241 Bartram Park Blvd., Suite 1509, Jacksonville FL 32258",NULL,NULL
13087,"Internal Medicine","Johnston Memorial Hospital",NULL,16000,"Johnston Memorial Drive",NULL,Abingdon,NULL,"Washington County",VA,US,24211,NULL,"16000 Johnston Mem Dr, Abingdon, VA 24211, USA",36.7228470,-81.9118729
13088,Cardiology,"Cardiovascular Center of Hampton Roads",110,11803,"Jefferson Ave","Central Newport News","Newport News",NULL,NULL,VA,US,23606,NULL,"11803 Jefferson Ave #110, Newport News, VA 23606, USA",37.0851631,-76.4825592
13089,Cardiology,"New River Valley Heart Clinic",NULL,401,"East Main Street",NULL,Radford,NULL,NULL,VA,US,24141,1721,"401 E Main St, Radford, VA 24141, USA",37.1354103,-80.5417633
13090,"Critical Care Medicine/ICU","Mary Washington Hospital",NULL,1001,"Sam Perry Boulevard",NULL,Fredericksburg,NULL,NULL,VA,US,22401,NULL,"1001 Sam Perry Blvd, Fredericksburg, VA 22401, USA",38.3109779,-77.4830933
13092,OB/GYN,"Keller OB/GYN",NULL,NULL,NULL,NULL,Sheffield,NULL,NULL,AL,NULL,35660,NULL,"1100 South Jackson Avenue, Suite 259, Sheffield AL 35660",NULL,NULL
13093,Allergy/Immunology,"The Allergy Center at Brookstone",NULL,1220,"Brookstone Centre Pkwy",NULL,Columbus,NULL,"Muscogee County",GA,US,31904,NULL,"1220 Brookstone Centre Pkwy, Columbus, GA 31904, USA",32.5387840,-84.9771271
13094,"Urology/Urological Surgery","Carilion Clinic Urology",NULL,120,"Akers Farm Road NE",NULL,Christiansburg,B-01,"Montgomery County",VA,US,24073,4863,"120 Akers Farm Road NE, Christiansburg, VA 24073, USA",37.1469498,-80.4134521
13095,"Sports Medicine","VCOM Sports and Osteopathic Medicine","Suite 2100",1691,"Innovation Drive",University,Blacksburg,E-01,"Montgomery County",VA,US,24060,7017,"1691 Innovation Drive Suite 2100, Blacksburg, VA 24060, USA",37.2079201,-80.4194183
13096,anesthesiology,"Memorial Hospital Jacksonville",NULL,NULL,NULL,NULL,Jacksonville,NULL,NULL,FL,NULL,32216,NULL,"3625 University Blvd. S, Jacksonville FL 32216",NULL,NULL
13097,"infectious diseases","Sentara Northern Virginia Medical Center",NULL,2300,"Opitz Boulevard",NULL,Woodbridge,NULL,"Prince William County",VA,US,22191,NULL,"2300 Opitz Blvd, Woodbridge, VA 22191, USA",38.6367111,-77.2856064
13099,Psychiatry,"Psychiatric Services LLC",NULL,NULL,NULL,NULL,Huntsville,NULL,NULL,AL,NULL,35802,NULL,"7525 Memorial Pkwy, SW, Suite B, Huntsville AL 35802",NULL,NULL
13100,"Internal Medicine","Cleveland Clinic Indian River Hospital",NULL,1000,"36th Street",NULL,"Vero Beach",NULL,"Indian River County",FL,US,32960,4862,"1000 36th St, Vero Beach, FL 32960, USA",27.6590061,-80.3930283
13101,"Urology/Urological Surgery","Blue Ridge Urogynecology",405,3800,"Electric Rd",NULL,"Cave Spring","Cave Spring","Roanoke County",VA,US,24018,NULL,"3800 Electric Rd #405, Cave Spring, VA 24018, USA",37.2250633,-79.9914246
13102,"Family Medicine","Winn Parish Medical Center",NULL,NULL,NULL,NULL,Winnfield,NULL,NULL,LA,NULL,71483,NULL,"301 West Boundaray Street, Winnfield LA 71483",NULL,NULL
13103,Cardiology,"Citrin Cardiology, PC",c138,6701,"Airport Boulevard",Thornhill,Mobile,NULL,"Mobile County",AL,US,36608,NULL,"6701 Airport Blvd c138, Mobile, AL 36608, USA",30.6785736,-88.1976089
13104,"Emergency Medicine","North Oaks Medical Center",NULL,15837,"Paul Vega MD Drive",NULL,Hammond,NULL,"Tangipahoa Parish",LA,US,70403,NULL,"15837 Paul Vega MD Dr, Hammond, LA 70403, USA",30.4670181,-90.4586868
13105,"Emergency Medicine","Prisma Health Tuomey Hospital",NULL,129,"North Washington Street",NULL,Sumter,NULL,"Sumter County",SC,US,29150,NULL,"129 N Washington St, Sumter, SC 29150, USA",33.9237213,-80.3427887
13107,"Internal Medicine","Fairhope Internal Medicine",NULL,6,"Medical Park Drive",NULL,Fairhope,NULL,"Baldwin County",AL,US,36532,NULL,"6 Medical Park Dr, Fairhope, AL 36532, USA",30.5192261,-87.8917618
13108,"Orthopedic Surgery","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13109,"Rural & Community Health","Southern Clinic, P.C.",NULL,201,"Doctors Drive",NULL,Dothan,NULL,"Houston County",AL,US,36301,2949,"201 Doctors Dr, Dothan, AL 36301, USA",31.2165318,-85.3686829
13110,"Family Medicine","Self Regional Healthcare - Family Medicine Residency",NULL,NULL,NULL,NULL,Greenwood,NULL,NULL,SC,NULL,29646,NULL,"155 Academy Avenue, Greenwood SC 29646",NULL,NULL
13111,"Family Medicine","Carilion Family Medicine - North Roanoke",NULL,NULL,NULL,NULL,Roanoke,NULL,NULL,VA,NULL,24019,NULL,"6415 Peters Creek Rd, Roanoke VA 24019",NULL,NULL
13112,"Internal Medicine","East Alabama Medical Center",NULL,2000,"Pepperell Parkway",NULL,Opelika,NULL,"Lee County",AL,US,36801,NULL,"2000 Pepperell Pkwy, Opelika, AL 36801, USA",32.6389351,-85.4046478
13113,Pulmonology,"Charles George VA",NULL,NULL,NULL,NULL,Asheville,NULL,NULL,NC,NULL,28805,NULL,"1100 Tunnel Road, Asheville NC 28805",NULL,NULL
13114,ophthalmology,"Mountain Eye Associates",NULL,NULL,NULL,NULL,Clyde,NULL,NULL,NC,NULL,28721,NULL,"486 Hospital Drive, Clyde NC 28721",NULL,NULL
13115,"Family Medicine","Cahaba Medical Care Foundation",NULL,NULL,NULL,NULL,Centreville,NULL,NULL,AL,NULL,35042,NULL,"405 Belcher Street, Centreville AL 35042",NULL,NULL
13116,"Emergency Medicine","Carilion New River Valley Medical Center",NULL,2900,"Lamb Circle",NULL,Christiansburg,NULL,"Montgomery County",VA,US,24073,NULL,"2900 Lamb Cir, Christiansburg, VA 24073, USA",37.0892677,-80.5056381
13117,"Emergency Medicine","Bon Secours Saint Francis Health System",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29601,NULL,"1 Saint Francis Drive, Greenville SC 29601",NULL,NULL
13118,Pediatrics,"Sentara Halifax Pediatrics",NULL,2100,"Wilborn Ave",NULL,"South Boston",8,"Halifax County",VA,US,24592,1628,"2100 Wilborn Ave, South Boston, VA 24592, USA",36.7114601,-78.9130173
13119,"Emergency Medicine","Russell Medical Center",NULL,NULL,NULL,NULL,"Alexander City",NULL,NULL,AL,NULL,35010,NULL,"3316 Hwy. 280, Alexander City AL 35010",NULL,NULL
13120,"Emergency Medicine","East Alabama Medical Center",NULL,2000,"Pepperell Parkway",NULL,Opelika,NULL,"Lee County",AL,US,36801,NULL,"2000 Pepperell Pkwy, Opelika, AL 36801, USA",32.6389351,-85.4046478
13121,Neurology,"Grandview Neurology IP",NULL,NULL,NULL,NULL,Birmingham,NULL,NULL,AL,NULL,35243,NULL,"3686 Grandview Pkwy, Suite #600, Birmingham AL 35243",NULL,NULL
13122,"Emergency Medicine","Augusta Emergency Physicians",NULL,78,"Medical Center Dr",NULL,Fishersville,Wayne,"Augusta County",VA,US,22939,NULL,"78 Medical Center Dr, Fishersville, VA 22939, USA",38.0943222,-78.9860153
13124,"Internal Medicine","AltaPointe Health Adult Outpatient - Zeigler Campus",NULL,7280,"Sellers Lane","Mobile Terrace",Mobile,NULL,"Mobile County",AL,US,36608,NULL,"7280 Sellers Ln, Mobile, AL 36608, USA",30.7034397,-88.2124863
13125,"Orthopedic Surgery","Spartanburg Regional Medical Center",NULL,101,"E Wood St",NULL,Spartanburg,NULL,"Spartanburg County",SC,US,29303,NULL,"101 E Wood St, Spartanburg, SC 29303, USA",34.9671631,-81.9402313
13126,Surgery,"MCE Medical Group - General Surgery",NULL,NULL,NULL,NULL,Enterprise,NULL,NULL,AL,NULL,36351,NULL,"101 East Brunson Street, Suite 300, Enterprise AL 36351",NULL,NULL
13127,"Colon & Rectal Surgery","Mid Louisiana Surgical Specialists",NULL,NULL,NULL,NULL,Alexandria,NULL,NULL,LA,NULL,71301,NULL,"3311 Prescott Road, Suite 201, Alexandria LA 71301",NULL,NULL
13128,ophthalmology,"WK Pierremont Eye Institute",NULL,NULL,NULL,NULL,Shreveport,NULL,NULL,LA,NULL,71103,NULL,"2611 Greenwood Road, Shreveport LA 71103",NULL,NULL
13130,Surgery,"Carilion Roanoke Memorial Hospital",NULL,1906,"Belleview Avenue Southeast",NULL,Roanoke,NULL,NULL,VA,US,24014,NULL,"1906 Belleview Ave SE, Roanoke, VA 24014, USA",37.2513466,-79.9417038
13131,"Internal Medicine","Grand Strand Medical Center",NULL,809,"82nd Parkway",NULL,"Myrtle Beach",NULL,"Horry County",SC,US,29572,NULL,"809 82nd Pkwy, Myrtle Beach, SC 29572, USA",33.7583427,-78.8200989
13132,"Emergency Medicine","Bon Secours Saint Francis Health System",NULL,NULL,NULL,NULL,Greenville,NULL,NULL,SC,NULL,29601,NULL,"1 Saint Francis Drive, Greenville SC 29601",NULL,NULL
13133,Endocrinology,"Augusta Diabetes and Endocrinology",107,70,"Medical Center Cir",NULL,Fishersville,Wayne,"Augusta County",VA,US,22939,NULL,"70 Medical Center Cir #107, Fishersville, VA 22939, USA",38.0940895,-78.9867935
13134,Pediatrics,"New River Valley Pediatrics",NULL,202,"8th Street",NULL,Radford,NULL,NULL,VA,US,24141,NULL,"202 8th St, Radford, VA 24141, USA",37.1285477,-80.5684128
13135,"Family Medicine","Cahaba Medical Care - Bessemer","Suite 310",975,"9th Avenue Southwest",NULL,Bessemer,NULL,"Jefferson County",AL,US,35022,NULL,"975 9th Ave SW Suite 310, Bessemer, AL 35022, USA",33.3729057,-86.9909210
